,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.61,0.0,0.19,0.51,1.0,0.47,0.0,0.99,0.65,0.02,0.49,0.42,0.47,0.45
crisscross.csv,0.1,0.08,0.9,0.23,0.0,0.1,0.0,0.11,0.35,0.65,0.23,0.18,0.1,0.14
gisgraphy.csv,0.12,0.77,0.38,0.37,0.0,0.06,0.0,0.21,0.22,0.54,0.01,0.33,0.04,0.91
glelite.csv,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.95,1.0,1.0
gnome-jabber.csv,0.75,0.92,0.67,0.81,0.67,0.95,0.0,0.8,0.57,0.99,0.63,0.65,0.77,0.5
ivataopenportal.csv,0.52,0.92,0.19,0.61,1.0,0.97,0.0,0.64,0.62,0.41,0.66,0.72,0.33,0.68
mb-unit.csv,0.85,0.23,0.62,0.99,1.0,0.94,0.0,0.97,0.72,0.35,0.76,0.57,0.4,0.36
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0
nova.csv,0.78,0.92,0.81,0.75,0.0,0.63,0.0,0.54,0.72,0.58,0.35,0.72,0.31,0.68
olex2.csv,0.44,0.23,0.38,0.36,0.67,0.28,0.0,0.5,0.45,0.14,0.38,0.98,0.18,0.64
openwbem.csv,0.91,0.92,0.52,0.69,0.67,0.64,0.0,0.56,0.6,0.82,0.34,0.68,0.72,0.86
tencompetence.csv,0.49,0.08,0.19,0.48,0.0,0.88,1.0,0.58,0.42,0.03,0.59,0.12,0.99,0.14
xcmetadataservicestoolkit.csv,0.58,0.62,0.71,0.46,0.67,0.57,1.0,0.44,0.92,1.0,0.79,0.5,0.43,0.23
