,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.42,0.0,0.2,0.33,0.63,0.29,0.56,0.0,0.53,0.0,0.0,0.18,0.3,0.58
crisscross.csv,0.12,0.14,0.0,0.15,0.52,0.09,0.39,0.09,0.27,0.8,0.0,0.14,0.13,0.23
gisgraphy.csv,0.06,0.75,0.54,0.59,0.11,0.15,0.15,0.18,0.33,0.6,0.33,0.42,0.49,0.0
glelite.csv,0.99,0.91,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0
gnome-jabber.csv,0.83,0.5,0.78,0.82,0.75,0.89,0.59,0.85,0.27,0.4,0.67,0.63,0.84,0.69
ivataopenportal.csv,0.43,0.82,0.47,0.43,0.68,0.03,0.37,0.52,0.53,0.2,0.33,0.68,0.63,0.48
mb-unit.csv,0.83,0.02,0.45,0.07,0.65,0.83,0.66,0.82,0.73,0.4,0.67,0.32,0.49,0.75
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.58,0.0,0.27,0.67,0.54,0.5,0.68,0.55,0.67,0.4,0.33,0.56,0.27,0.81
olex2.csv,0.29,0.11,0.22,0.2,0.38,0.17,0.44,0.36,0.4,0.0,0.67,0.03,0.4,0.67
openwbem.csv,0.01,0.93,0.48,0.69,0.59,0.7,0.49,0.64,0.53,0.8,0.0,0.51,0.74,0.62
tencompetence.csv,0.67,0.09,0.21,0.45,0.24,0.92,0.37,0.64,0.4,0.0,1.0,0.06,0.02,0.44
xcmetadataservicestoolkit.csv,0.44,0.5,0.55,0.25,0.57,0.51,0.69,0.3,0.0,1.0,1.0,0.46,0.36,0.58
