,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.52,0.53,0.56,0.72,0.23,0.6
bullet.csv,0.47,0.61,0.33,0.79,0.25,0.54
openintents.csv,0.44,0.63,0.46,0.68,0.22,0.81
pokenetonline.csv,0.47,0.56,0.49,0.81,0.21,0.78
tktoolkit.csv,0.47,0.59,0.39,0.86,0.42,0.74
zealos.csv,0.56,0.0,0.15,0.31,0.25,0.52
