,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.03,0.2,0.46,0.51,0.24,0.13,0.22,0.43,0.58,0.24,0.29,0.28,0.74,0.23,0.16,0.71,0.57
blogentis.csv,0.02,0.18,0.79,0.49,0.8,0.11,0.59,0.5,0.53,0.36,0.32,0.2,0.46,0.46,0.64,0.71,0.39
bochs.csv,0.02,0.17,0.89,0.58,0.85,0.17,0.39,0.39,0.65,0.32,0.5,0.45,0.57,0.5,0.27,0.82,0.59
galaxium.csv,0.01,0.23,0.58,0.49,0.56,0.21,0.33,0.35,0.53,0.36,0.53,0.55,0.53,0.7,0.57,0.55,0.41
gisgraphy.csv,0.4,0.17,0.67,0.54,0.52,0.22,0.47,0.42,0.42,0.12,0.37,0.06,0.29,0.36,0.13,0.72,0.67
haphazard.csv,0.02,0.15,0.79,0.52,0.64,0.16,0.17,0.31,0.35,0.35,0.18,0.3,0.29,0.3,0.26,0.48,0.34
ipfire-wall.csv,0.03,0.22,0.54,0.41,0.37,0.04,0.43,0.28,0.46,0.32,0.65,0.52,0.47,0.3,0.45,0.58,0.3
jmri.csv,0.07,0.19,0.42,0.62,0.31,0.16,0.42,0.42,0.48,0.26,0.48,0.47,0.39,0.33,0.17,0.63,0.47
jvcl.csv,0.24,0.28,0.38,0.59,0.39,0.19,0.41,0.35,0.52,0.15,0.42,0.42,0.51,0.1,0.42,0.55,0.25
kaffeine.csv,0.01,0.18,0.83,0.59,0.88,0.17,0.47,0.49,0.53,0.33,0.51,0.47,0.44,0.53,0.51,0.78,0.42
m-a-d-n-e-s-s.csv,0.02,0.21,0.29,0.35,0.28,0.17,0.44,0.28,0.32,0.36,0.47,0.6,0.43,0.34,0.58,0.3,0.12
magicwars.csv,0.02,0.17,0.93,0.64,0.9,0.13,0.41,0.72,0.59,0.35,0.49,0.45,0.58,0.46,0.56,0.85,0.43
nh3d.csv,0.8,0.0,0.93,0.4,0.9,0.12,0.41,0.47,0.61,0.33,0.49,0.45,0.58,0.45,0.38,0.85,0.48
opentibia.csv,0.04,0.07,0.88,0.46,0.42,0.17,0.4,0.42,0.39,0.31,0.5,0.17,0.38,0.38,0.24,0.79,0.49
sarasvati.csv,0.02,0.09,0.6,0.45,0.28,0.25,0.18,0.43,0.38,0.33,0.51,0.47,0.34,0.55,0.54,0.42,0.45
smartgwt.csv,0.02,0.28,0.62,0.58,0.74,0.12,0.38,0.43,0.46,0.31,0.57,0.53,0.55,0.42,0.58,0.8,0.48
tweetsharp.csv,0.25,0.17,0.71,0.56,0.46,0.12,0.2,0.44,0.55,0.21,0.34,0.36,0.55,0.35,0.12,0.79,0.5
