,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.36,1.0,0.26,0.42,0.48,0.39,0.6
flexpay.csv,0.31,0.46,0.93,0.27,0.42,0.37,0.17
gabel.csv,0.04,0.0,0.11,0.9,0.18,0.0,0.0
genoviz.csv,0.0,0.02,0.0,0.0,0.0,0.0,1.0
img-browse-sort.csv,0.42,0.57,0.41,0.42,0.93,0.35,0.23
ontomorphtab.csv,0.93,0.82,0.63,0.75,0.66,0.49,0.61
passwordsafe.csv,0.34,0.47,0.61,0.9,0.66,0.98,0.74
