,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,1.0,1.0,0.18,0.12,0.27,0.51,0.14
flexpay.csv,0.54,0.74,0.99,0.03,0.21,0.32,0.1
gabel.csv,1.0,0.0,0.32,1.0,0.5,0.0,0.0
genoviz.csv,0.0,1.0,0.0,0.0,0.0,0.0,1.0
img-browse-sort.csv,0.93,0.88,0.26,0.13,1.0,0.65,0.06
ontomorphtab.csv,1.0,0.88,0.21,0.13,0.31,0.46,0.17
passwordsafe.csv,0.58,0.85,0.2,0.2,0.35,0.98,0.15
