,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.6,0.14,0.75,0.39,0.64,0.5,0.58,0.52,0.62,0.39
gamestone.csv,0.15,0.87,0.17,0.42,0.4,0.0,0.0,0.36,0.1,0.1
gbif-providertoolkit.csv,0.43,0.0,0.35,0.63,0.72,0.05,0.54,0.7,0.41,0.4
heekscad.csv,0.77,0.54,0.64,0.62,0.69,0.7,0.61,0.59,0.69,0.69
igarden.csv,0.57,0.42,0.35,0.67,0.33,0.42,0.33,0.15,0.82,0.51
levent.csv,0.59,0.14,0.25,0.16,0.69,0.71,0.57,0.45,0.1,0.42
owlapi.csv,0.39,0.0,0.43,0.22,0.5,0.58,0.17,0.82,0.62,0.56
pnotepad.csv,0.65,0.76,0.61,0.13,0.34,0.63,0.63,0.41,0.0,0.92
quark.csv,0.44,0.29,0.46,0.07,0.34,0.02,0.06,0.32,0.83,0.25
xcsoar.csv,0.7,0.29,0.69,0.62,0.65,0.45,0.46,0.47,0.0,0.27
