,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.58,0.9,0.45,0.71,0.66,0.61,0.51,0.57,0.75,0.68
gamestone.csv,0.88,0.23,0.86,0.73,0.69,1.0,1.0,0.76,0.95,0.94
gbif-providertoolkit.csv,0.88,1.14,0.83,0.63,0.36,0.96,0.79,0.47,0.71,0.9
heekscad.csv,0.35,0.55,0.47,0.58,0.58,0.47,0.73,0.59,0.69,0.62
igarden.csv,0.5,0.68,0.7,0.49,0.75,0.65,0.75,0.89,0.43,0.6
levent.csv,0.74,0.95,0.79,0.87,0.63,0.44,0.72,0.61,0.92,0.66
owlapi.csv,0.92,1.09,0.77,0.84,0.82,0.65,0.96,0.3,0.64,0.71
pnotepad.csv,0.42,0.52,0.74,0.97,0.91,0.58,0.6,0.89,1.0,0.1
quark.csv,0.63,0.75,0.59,0.94,0.72,0.98,0.95,0.73,0.29,0.79
xcsoar.csv,0.4,0.76,0.4,0.58,0.49,0.67,0.66,0.65,1.0,0.77
