,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,98.5,2047.5,99.0,98.5,2238.5,98.5
jahshaka.csv,98.5,377.5,96.5,98.5,1430.0,98.5
jam-daq.csv,97.5,152.5,380.5,95.5,135.0,96.5
jatlas.csv,98.5,1365.5,99.0,98.5,235.5,96.5
jedit.csv,98.5,1432.5,97.5,98.5,2564.5,98.5
open-media-library.csv,98.5,310.0,97.5,98.5,310.0,98.5
