,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.85,0.57,0.5,0.54,0.59,0.43,0.58,0.51,0.46,0.88,0.65
gabel.csv,0.5,0.61,0.41,0.48,0.65,0.55,0.5,0.78,0.5,0.58,0.93
javaprofiler.csv,0.41,0.42,0.41,0.4,0.45,0.37,0.45,0.42,0.52,0.38,0.52
jmoney.csv,0.42,0.35,0.4,0.39,0.48,0.5,0.39,0.47,0.67,0.33,0.61
mycila.csv,0.45,0.47,0.66,0.38,0.47,0.67,0.65,0.42,0.67,0.45,0.55
neodatis-odb.csv,0.6,0.7,0.71,0.48,0.59,0.88,0.94,0.46,0.5,0.39,0.67
servicestack.csv,0.75,0.5,0.64,0.83,0.5,0.73,0.95,0.93,0.65,0.75,0.83
sqlpower-library.csv,0.36,0.4,0.58,0.53,0.48,0.5,0.55,0.43,0.49,0.46,0.49
synecdoche.csv,0.43,0.35,0.46,0.38,0.45,0.69,0.59,0.42,0.53,0.61,0.67
tmva.csv,0.39,0.37,0.39,0.65,0.45,0.36,0.49,0.39,0.4,0.67,0.46
unicase.csv,0.34,0.43,0.43,0.58,0.51,0.5,0.49,0.42,0.64,0.41,0.41
