,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.84,0.76,0.88,0.77,0.55,0.37
l2j.csv,0.75,0.47,0.28,0.58,0.36,0.76
mule.csv,0.66,0.06,0.2,0.38,0.38,0.14
springside.csv,0.72,0.78,0.4,0.88,0.85,0.48
swtfox.csv,0.72,0.73,0.65,0.04,0.51,0.08
twostep.csv,0.87,0.84,0.55,0.85,0.69,0.59
