,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.59,0.47,0.0,0.69,0.38,0.19,0.5,0.56,0.41,0.72,0.76,0.68,0.39,0.86
awemud.csv,0.77,0.53,0.07,0.43,0.81,0.52,0.33,0.28,0.8,0.22,0.34,0.63,0.46,0.73
buddata-ebxml-registry.csv,0.96,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.93,1.0
cornerstone.csv,0.1,0.24,0.0,0.11,0.47,0.03,0.13,0.03,0.67,0.17,0.13,0.47,0.3,0.27
firebreath.csv,0.71,0.53,0.07,0.52,0.62,0.52,0.68,0.34,0.69,0.17,0.55,0.68,0.33,0.68
lsb.csv,0.65,0.89,0.87,0.52,0.64,0.58,0.25,0.25,0.51,0.61,0.74,0.79,0.19,0.86
maya-work-in-progress.csv,0.73,0.93,0.6,0.74,0.95,0.8,0.62,0.84,0.98,0.61,0.76,0.95,0.75,0.95
mia.csv,0.14,0.13,0.8,0.26,0.05,0.4,0.28,0.53,0.39,0.56,0.42,0.11,0.07,0.36
open-beos.csv,0.82,0.04,0.8,0.67,0.31,0.63,0.27,0.5,0.35,0.39,0.63,0.16,0.42,0.82
qgis.csv,0.63,0.11,0.8,0.61,0.52,0.58,0.65,0.59,0.82,1.0,0.53,0.74,0.57,0.82
rocrail.csv,0.51,0.09,0.73,0.44,0.38,0.2,0.4,0.22,0.33,0.17,0.32,0.37,0.57,0.91
rtb-team.csv,0.51,0.09,0.8,0.33,0.03,0.26,0.13,0.25,0.41,0.11,0.16,0.32,0.37,0.41
tradelink.csv,0.71,0.67,0.67,0.26,0.2,0.53,0.07,0.16,0.2,0.28,0.55,0.68,0.76,0.18
upp-mirror.csv,0.64,0.53,0.2,0.43,0.69,0.48,0.47,0.41,0.33,0.78,0.37,0.58,0.7,0.86
