,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.43,0.09,0.03,0.34,0.41,0.1,0.39,0.11,0.55,0.37,0.37,0.52,0.5,0.59
awemud.csv,0.37,0.66,0.08,0.32,0.78,0.2,0.06,0.04,0.7,0.16,0.17,0.35,0.0,0.25
buddata-ebxml-registry.csv,0.93,0.99,0.89,0.98,0.9,0.99,1.0,0.98,0.91,0.92,1.0,1.0,0.0,0.99
cornerstone.csv,0.0,0.09,0.0,0.06,0.32,0.01,0.03,0.0,0.3,0.16,0.03,0.3,0.0,0.04
firebreath.csv,0.33,0.78,0.22,0.38,0.41,0.29,0.4,0.09,0.68,0.18,0.31,0.45,0.25,0.3
lsb.csv,0.4,0.29,0.73,0.45,0.41,0.46,0.27,0.13,0.43,0.33,0.86,0.71,0.0,0.56
maya-work-in-progress.csv,0.47,0.77,0.08,0.61,0.93,0.7,0.44,0.19,0.85,0.52,0.43,0.74,0.25,0.7
mia.csv,0.2,0.02,0.95,0.38,0.07,0.36,0.2,0.23,0.4,0.19,0.4,0.14,0.25,0.32
open-beos.csv,0.5,0.26,0.65,0.41,0.32,0.26,0.03,0.13,0.3,0.41,0.51,0.1,0.0,0.31
qgis.csv,0.57,0.39,0.73,0.27,0.44,0.48,0.65,0.19,0.81,0.97,0.51,0.53,0.75,0.4
rocrail.csv,0.13,0.0,0.38,0.27,0.24,0.06,0.3,0.0,0.23,0.39,0.2,0.32,0.5,0.24
rtb-team.csv,0.4,0.01,0.11,0.08,0.05,0.14,0.06,0.04,0.36,0.15,0.03,0.19,1.0,0.16
tradelink.csv,0.67,0.69,0.65,0.09,0.22,0.46,0.11,0.06,0.19,0.59,0.71,0.26,0.75,0.1
upp-mirror.csv,0.57,0.01,0.27,0.23,0.32,0.31,0.27,0.15,0.36,0.54,0.4,0.45,0.5,0.31
