,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.49,0.41,0.42,0.33,0.44
elmo.csv,0.5,0.44,0.46,0.57,0.51
mscore.csv,0.42,0.38,0.34,0.34,0.41
tolven.csv,0.82,0.6,0.4,0.46,0.97
xbplayer.csv,0.86,0.48,0.46,0.34,0.48
