,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.05,0.37,0.32,0.23,0.09,0.24,0.28,0.23,0.07
empserver.csv,0.23,0.63,0.88,0.12,0.27,0.39,0.27,0.75,0.07
enlightenment.csv,1.0,1.0,1.0,0.35,1.0,0.99,1.0,1.0,1.0
ildjit.csv,0.25,0.13,0.32,0.17,0.27,0.23,0.12,0.93,0.14
jfreereport.csv,0.03,0.19,0.2,0.09,0.06,0.12,0.14,0.06,0.0
lufa-lib.csv,0.67,0.63,0.31,0.52,0.09,0.63,0.31,0.07,0.64
pcsx2.csv,0.3,0.34,0.52,0.41,0.42,0.37,0.8,0.9,0.36
psycle.csv,0.37,0.71,0.81,0.62,0.82,0.63,0.71,0.95,0.43
wikipediardware.csv,0.33,0.73,0.99,0.62,0.97,0.66,0.86,0.63,0.14
