,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.33,0.14,0.05,0.36,0.52,0.34,0.83,0.14,0.18,0.67,0.22,0.62,0.46,0.06,0.0,0.55,0.21,0.25,0.75
bulmages.csv,0.34,0.39,0.0,0.34,0.48,0.14,0.45,0.26,0.33,0.55,0.41,0.62,0.04,0.1,0.0,0.28,0.17,0.51,0.0
forester-atv.csv,0.16,0.59,0.47,0.1,0.66,0.15,0.05,0.28,0.54,0.46,0.21,0.12,0.18,0.16,0.2,0.0,0.06,0.12,0.0
google-collections.csv,0.05,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hannosset.csv,0.11,0.52,0.0,0.21,0.1,0.43,0.0,0.39,0.02,0.0,0.13,0.22,0.21,0.18,0.82,0.27,0.31,0.0,0.28
jbpm.csv,0.04,0.0,0.0,0.18,0.35,0.07,0.27,0.0,0.82,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.17,0.29
mevenide.csv,0.29,0.28,0.0,0.26,0.36,0.28,0.39,0.0,0.63,0.54,0.26,0.12,0.12,0.16,0.0,0.1,0.06,0.74,0.29
nassp.csv,0.45,0.58,0.01,0.32,0.43,0.52,0.33,0.36,0.07,0.89,0.21,0.28,0.38,0.06,0.2,0.28,0.21,0.09,0.0
open-media-library.csv,0.61,0.06,0.09,0.68,0.73,0.56,0.65,0.51,0.68,0.65,0.69,0.67,0.52,0.48,0.2,0.59,0.35,0.58,0.55
opendvr.csv,0.47,0.68,0.4,0.52,0.63,0.63,0.36,0.2,0.73,0.68,0.47,0.54,0.59,0.35,0.58,0.55,0.65,0.35,0.29
openefm.csv,0.61,0.06,0.62,0.46,0.33,0.7,0.25,0.0,0.52,0.59,0.65,0.61,0.77,0.56,0.54,0.41,0.53,0.33,0.42
oppna-program-hsatools.csv,0.57,0.61,0.0,0.61,0.57,0.56,0.38,0.37,0.71,0.47,0.85,0.65,0.18,0.37,0.54,0.54,0.52,0.0,0.25
paintown.csv,0.71,0.0,0.0,0.51,0.34,0.31,0.72,0.53,0.09,0.59,0.61,0.58,0.0,0.0,0.37,0.51,0.3,0.0,0.27
projectfactory.csv,0.38,0.23,0.62,0.51,0.68,0.68,0.41,0.51,0.71,0.66,0.45,0.37,0.68,0.61,0.0,0.31,0.51,0.66,0.53
smbopensoft.csv,0.38,0.0,0.8,0.32,0.59,0.61,0.57,0.58,0.62,0.73,0.29,0.48,0.0,0.68,0.13,0.23,0.17,0.32,0.69
st-filteredstatistics.csv,0.66,0.37,0.13,0.33,0.46,0.61,0.3,0.55,0.52,0.65,0.68,0.54,0.83,0.0,0.51,0.55,0.61,0.21,0.35
thedata.csv,0.64,0.0,0.0,0.36,0.7,0.42,0.46,0.53,0.33,0.56,0.46,0.66,0.43,0.52,0.54,0.66,0.46,0.42,0.99
trackit.csv,0.35,0.13,0.01,0.14,0.31,0.36,0.25,0.61,0.02,0.1,0.29,0.17,0.56,0.18,0.61,0.43,0.31,0.04,0.53
wxstudio.csv,0.38,0.55,0.17,0.46,0.18,0.28,0.4,0.35,0.12,0.1,0.53,0.33,0.18,0.16,0.2,0.7,0.21,0.12,0.54
