,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.37,0.22,0.08,0.39,0.45,0.32,0.51,0.18,0.15,0.39,0.29,0.39,0.58,0.1,0.0,0.56,0.2,0.24,0.25
bulmages.csv,0.42,0.5,0.0,0.39,0.44,0.17,0.34,0.35,0.23,0.32,0.52,0.4,0.05,0.14,0.0,0.31,0.21,0.32,0.0
forester-atv.csv,0.23,0.76,0.66,0.12,0.63,0.19,0.07,0.38,0.38,0.38,0.29,0.14,0.26,0.19,0.12,0.0,0.08,0.12,0.0
google-collections.csv,0.65,0.9,0.62,0.63,0.53,0.5,0.21,0.77,0.21,0.34,0.9,0.34,0.86,0.64,0.15,0.6,0.45,0.4,0.11
hannosset.csv,0.16,0.63,0.0,0.23,0.12,0.34,0.0,0.48,0.02,0.0,0.2,0.2,0.29,0.2,0.4,0.28,0.26,0.0,0.06
jbpm.csv,0.06,0.0,0.0,0.24,0.37,0.11,0.29,0.0,0.57,0.0,0.04,0.0,0.19,0.0,0.0,0.0,0.0,0.23,0.22
mevenide.csv,0.39,0.38,0.0,0.34,0.42,0.33,0.4,0.0,0.51,0.48,0.37,0.15,0.18,0.2,0.0,0.14,0.08,0.66,0.18
nassp.csv,0.52,0.69,0.02,0.36,0.51,0.5,0.29,0.42,0.06,0.69,0.3,0.26,0.47,0.09,0.14,0.32,0.23,0.12,0.0
open-media-library.csv,0.6,0.09,0.65,0.67,0.64,0.44,0.25,0.58,0.27,0.41,0.79,0.41,0.76,0.66,0.05,0.58,0.27,0.38,0.29
opendvr.csv,0.46,0.85,0.68,0.59,0.61,0.52,0.2,0.25,0.34,0.4,0.58,0.32,0.77,0.38,0.16,0.51,0.55,0.27,0.09
openefm.csv,0.59,0.1,0.64,0.49,0.28,0.61,0.19,0.71,0.19,0.38,0.8,0.35,0.84,0.61,0.14,0.39,0.4,0.41,0.08
oppna-program-hsatools.csv,0.61,0.78,0.65,0.6,0.5,0.43,0.19,0.42,0.28,0.33,0.91,0.38,0.26,0.57,0.29,0.51,0.42,0.4,0.04
paintown.csv,0.72,0.94,0.65,0.52,0.52,0.43,0.3,0.62,0.22,0.38,0.89,0.34,0.82,0.63,0.18,0.47,0.24,0.4,0.05
projectfactory.csv,0.4,0.33,0.61,0.53,0.59,0.54,0.29,0.58,0.32,0.42,0.56,0.3,0.82,0.59,0.0,0.36,0.36,0.43,0.17
smbopensoft.csv,0.51,0.85,0.8,0.59,0.58,0.48,0.21,0.74,0.24,0.44,0.51,0.27,0.86,0.65,0.15,0.5,0.46,0.36,0.17
st-filteredstatistics.csv,0.66,0.49,0.65,0.63,0.41,0.5,0.21,0.7,0.21,0.38,0.77,0.3,0.88,0.63,0.13,0.52,0.51,0.41,0.1
thedata.csv,0.62,0.88,0.65,0.39,0.62,0.37,0.17,0.67,0.1,0.39,0.7,0.39,0.77,0.65,0.14,0.61,0.35,0.26,0.8
trackit.csv,0.38,0.2,0.02,0.18,0.34,0.3,0.2,0.68,0.01,0.11,0.41,0.14,0.66,0.21,0.17,0.41,0.27,0.07,0.15
wxstudio.csv,0.38,0.66,0.22,0.44,0.21,0.33,0.18,0.4,0.14,0.06,0.66,0.27,0.24,0.2,0.1,0.68,0.25,0.11,0.11
