,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.27,0.5,0.0,0.3,0.55,0.28,0.18,0.39,0.13,0.54,0.43,0.4,0.62,0.0,0.35,0.24,0.26,0.17,0.27
bulmages.csv,0.1,0.0,0.01,0.22,0.42,0.15,0.13,0.04,0.17,0.54,0.0,0.39,0.0,0.05,0.01,0.24,0.06,0.61,0.13
forester-atv.csv,0.03,0.5,0.84,0.11,0.28,0.09,0.03,0.04,0.16,0.2,0.22,0.08,0.15,0.19,0.13,0.12,0.02,0.2,0.0
google-collections.csv,0.99,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hannosset.csv,0.01,0.0,0.02,0.3,0.12,0.52,0.11,0.13,0.11,0.07,0.13,0.19,0.15,0.33,0.2,0.37,0.34,0.01,0.42
jbpm.csv,0.0,0.0,0.0,0.09,0.22,0.0,0.05,0.0,0.14,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.06
mevenide.csv,0.04,0.0,0.0,0.09,0.1,0.1,0.05,0.0,0.09,0.15,0.0,0.04,0.08,0.14,0.04,0.06,0.02,0.16,0.1
nassp.csv,0.12,0.0,0.0,0.22,0.08,0.22,0.08,0.35,0.1,0.2,0.09,0.15,0.54,0.07,0.1,0.2,0.17,0.03,0.06
open-media-library.csv,0.44,0.5,0.98,0.3,0.57,0.51,0.56,0.48,0.68,0.41,0.3,0.46,0.77,0.84,0.52,0.31,0.42,0.53,0.13
opendvr.csv,0.51,0.5,0.88,0.78,0.72,0.4,0.89,0.3,0.38,0.61,0.17,0.54,0.69,0.28,0.74,0.61,0.28,0.33,0.29
openefm.csv,0.51,0.0,0.67,0.26,0.57,0.28,0.13,1.0,0.55,0.39,0.57,0.61,0.31,0.74,0.7,0.41,0.72,0.91,0.74
oppna-program-hsatools.csv,0.19,0.5,1.0,0.41,0.48,0.58,0.88,0.48,0.55,0.83,0.13,0.64,0.15,0.88,0.17,0.45,0.36,1.0,0.74
paintown.csv,0.22,1.0,1.0,0.7,0.9,0.91,0.46,0.65,0.98,0.76,0.74,0.7,1.0,1.0,0.2,0.63,0.42,1.0,0.63
projectfactory.csv,0.33,0.5,0.58,0.28,0.48,0.48,0.14,0.57,0.4,0.39,0.48,0.24,0.62,0.42,0.43,0.18,0.6,0.61,0.27
smbopensoft.csv,0.86,1.0,0.2,0.91,0.75,0.54,0.57,0.74,0.63,0.65,0.87,0.71,1.0,0.49,0.97,0.94,0.96,0.09,0.47
st-filteredstatistics.csv,0.32,0.0,0.97,0.91,0.72,0.7,0.92,0.74,0.79,0.65,0.13,0.65,0.15,1.0,0.74,0.41,0.75,0.95,0.89
thedata.csv,0.59,1.0,1.0,0.28,0.48,0.81,0.78,0.74,0.77,0.8,0.78,0.56,0.85,0.81,0.7,0.41,0.47,0.72,0.03
trackit.csv,0.37,0.0,0.0,0.24,0.2,0.43,0.12,0.52,0.22,0.13,0.74,0.22,0.31,0.28,0.54,0.43,0.3,0.0,0.34
wxstudio.csv,0.47,0.0,0.14,0.65,0.2,0.12,0.86,0.48,0.04,0.39,0.52,0.22,0.31,0.14,0.19,0.22,0.11,0.26,0.74
