,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,98.5,96.5,45.5,99.0,1100.0,488.5,37.5,159.5,168.0,97.5,0.0,88.0
fontforge.csv,198.0,99.0,294.0,98.5,396.0,99.0,2157.5,269.5,98.5,385.0,198.0,195.0,99.0
gmerlin.csv,0.0,99.0,294.0,98.5,0.0,99.0,2249.0,0.0,98.5,0.0,0.0,191.0,476.5
hatari.csv,99.0,99.0,92.5,98.5,396.0,1124.0,1987.5,904.0,98.5,286.5,198.0,96.5,99.0
jcl.csv,198.0,98.5,294.0,98.5,99.0,937.0,1680.5,642.5,1292.0,385.0,97.5,195.5,99.0
ltp.csv,99.0,99.0,195.0,98.5,485.5,1031.5,2141.0,813.5,98.5,92.5,198.0,96.5,287.5
net-snmp.csv,96.5,99.0,195.0,98.5,198.0,818.5,1041.0,904.0,98.5,289.5,196.5,96.5,476.5
opde.csv,198.0,98.5,294.0,250.5,198.0,840.5,1245.0,814.5,98.5,0.0,198.0,379.0,99.0
powerfolder-.csv,99.0,98.5,96.5,98.5,99.0,98.5,1095.5,170.0,98.5,385.0,98.5,294.0,99.0
qlc.csv,0.0,98.5,0.0,98.5,198.0,99.0,1439.5,0.0,98.5,286.5,97.5,0.0,379.0
tcl.csv,99.0,99.0,193.0,98.5,982.5,99.0,2151.5,0.0,1202.5,93.5,0.0,96.5,378.0
wxstudio.csv,191.5,252.5,195.5,98.5,275.5,98.5,1122.5,640.5,723.5,385.0,79.5,189.5,184.0
