,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.58,0.41,0.38,0.33,0.53,0.41,0.39,0.39,0.44,0.4,0.44,0.63,0.5
bdbbasic.csv,0.56,0.39,0.46,0.35,0.67,0.43,0.45,0.45,0.38,0.55,0.48,0.57,0.47
foursquared.csv,0.0,0.49,0.8,0.59,0.86,0.89,0.8,0.89,0.72,0.88,0.88,0.86,0.5
impala.csv,0.64,0.74,0.4,0.5,0.6,0.44,0.5,0.96,0.51,0.68,0.46,0.69,0.4
jicarilla.csv,0.85,0.9,0.83,0.5,0.67,0.95,0.93,0.93,0.98,0.9,0.91,0.91,0.93
ng4j.csv,0.91,0.46,0.53,0.46,0.65,0.5,0.65,0.74,0.45,0.71,0.54,0.6,0.79
open-data-kit.csv,0.93,0.8,0.42,0.32,0.83,0.45,0.6,0.46,0.51,0.62,0.71,0.62,0.76
pentahoanalysistool.csv,0.9,0.82,0.62,0.63,0.75,0.86,0.97,0.94,0.56,0.93,0.93,0.5,0.86
tradelink.csv,0.94,0.77,0.67,0.86,0.94,0.93,0.93,0.92,0.97,0.94,0.93,0.59,0.86
turbotrader-bos.csv,0.85,0.5,0.58,0.92,0.61,0.88,0.97,0.96,0.6,0.95,0.57,0.89,0.67
ultimairis.csv,0.93,0.54,0.48,0.47,0.52,0.54,0.74,0.57,0.58,0.79,0.56,0.67,0.64
wikipediardware.csv,0.57,0.37,0.42,0.34,0.38,0.36,0.38,0.36,0.41,0.41,0.37,0.46,0.5
yafdotnet.csv,0.8,0.43,0.71,0.5,0.93,0.61,0.54,0.55,0.47,0.62,0.53,0.55,0.59
