,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.34,0.99,0.55,0.52,0.53,0.7,0.52,0.22,0.52,0.39,0.34,0.53,0.45
bdbbasic.csv,0.16,0.66,0.56,0.59,0.97,0.62,0.67,0.14,0.61,0.43,0.39,0.58,0.5
foursquared.csv,0.0,0.55,0.51,0.96,0.38,0.19,0.06,0.06,0.45,0.22,0.37,0.27,0.18
impala.csv,0.65,0.52,0.48,0.37,0.29,0.69,0.46,0.98,0.43,0.3,0.31,0.54,0.37
jicarilla.csv,1.0,0.09,0.06,0.0,0.0,0.13,0.19,0.05,0.07,0.11,0.07,0.33,0.12
ng4j.csv,0.23,0.65,0.6,0.65,0.61,0.62,0.46,0.05,0.57,0.45,0.33,0.7,0.97
open-data-kit.csv,0.09,0.1,0.57,0.54,0.4,0.99,0.52,0.14,0.55,0.42,0.44,0.43,0.49
pentahoanalysistool.csv,0.49,0.31,0.98,0.51,0.26,0.37,0.31,0.09,0.57,0.2,0.3,0.1,0.37
tradelink.csv,0.37,0.49,0.07,0.13,0.11,0.11,0.09,0.0,0.12,0.34,0.85,0.69,0.22
turbotrader-bos.csv,0.09,0.72,0.51,0.32,0.37,0.34,0.3,0.08,0.98,0.33,0.37,0.5,0.47
ultimairis.csv,0.25,0.52,0.51,0.42,0.5,0.57,0.38,0.19,0.52,0.94,0.44,0.38,0.29
wikipediardware.csv,0.55,0.75,0.49,0.51,0.52,0.72,0.56,0.22,0.53,0.44,0.33,0.99,0.34
yafdotnet.csv,0.05,0.78,0.35,0.46,0.18,0.44,0.97,0.15,0.52,0.52,0.44,0.74,0.29
