,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.35,0.99,0.69,0.55,0.67,0.63,0.5,0.59,0.64,0.51,0.61,0.43,0.67
bdbbasic.csv,0.14,0.6,0.68,0.72,0.96,0.56,0.69,0.38,0.75,0.47,0.63,0.49,0.66
foursquared.csv,0.0,0.45,0.49,0.93,0.3,0.13,0.04,0.05,0.43,0.16,0.3,0.19,0.12
impala.csv,0.64,0.45,0.09,0.46,0.43,0.26,0.48,0.97,0.41,0.38,0.56,0.38,0.0
jicarilla.csv,1.0,0.06,0.05,0.0,0.0,0.1,0.19,0.05,0.06,0.07,0.06,0.25,0.12
ng4j.csv,0.18,0.57,0.66,0.72,0.62,0.54,0.45,0.1,0.68,0.47,0.54,0.61,0.96
open-data-kit.csv,0.07,0.06,0.74,0.59,0.3,0.99,0.54,0.4,0.67,0.48,0.61,0.33,0.62
pentahoanalysistool.csv,0.44,0.24,0.97,0.51,0.19,0.28,0.25,0.1,0.56,0.16,0.3,0.06,0.29
tradelink.csv,0.31,0.42,0.05,0.1,0.13,0.09,0.06,0.0,0.1,0.27,0.78,0.47,0.18
turbotrader-bos.csv,0.07,0.52,0.6,0.29,0.53,0.26,0.24,0.1,0.97,0.27,0.64,0.41,0.58
ultimairis.csv,0.21,0.44,0.66,0.52,0.66,0.49,0.39,0.46,0.6,0.91,0.71,0.3,0.42
wikipediardware.csv,0.55,0.48,0.53,0.48,0.71,0.62,0.47,0.44,0.49,0.45,0.58,0.99,0.51
yafdotnet.csv,0.04,0.44,0.37,0.55,0.19,0.36,0.96,0.32,0.61,0.63,0.64,0.56,0.34
