,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.5,0.83,0.45,0.65,0.8,0.7,0.83,0.75,0.72,0.58,0.83
arsenal-1.csv,0.72,0.59,0.0,0.0,0.9,0.98,0.65,0.66,0.89,0.67,0.75
barracudamvc.csv,0.38,0.36,0.34,0.31,0.44,0.39,0.37,0.4,0.41,0.42,0.45
cascading.csv,0.67,0.71,0.62,0.47,0.67,0.82,0.52,0.5,0.44,0.56,0.5
emisview.csv,0.91,0.0,0.6,0.64,0.8,0.98,0.8,0.72,0.76,0.92,0.83
jitterbit.csv,0.51,0.69,0.61,0.67,0.86,0.73,0.58,0.93,0.72,0.88,0.57
jppf-project.csv,0.35,0.38,0.41,0.33,0.44,0.41,0.4,0.35,0.39,0.41,0.48
mevenide.csv,0.47,0.82,0.54,0.37,0.72,0.54,0.53,0.4,0.84,0.49,0.82
mycila.csv,0.6,0.44,0.53,0.68,0.53,0.81,0.91,0.95,0.61,0.57,0.77
ontopia.csv,0.4,0.5,0.76,0.39,0.41,0.49,0.86,0.43,0.57,0.37,0.52
trackit.csv,0.56,0.86,0.83,0.93,0.54,0.58,0.93,0.86,0.98,0.57,0.78
