,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.61,0.73,0.5,0.52,0.56,0.71,0.42,0.22,0.54,0.45,0.36,0.19,0.38
bdbbasic.csv,0.65,0.44,0.5,0.56,0.65,0.75,0.5,0.18,0.5,0.4,0.43,0.0,0.37
foursquared.csv,0.0,0.0,0.0,0.73,0.0,0.0,0.15,0.0,0.5,0.33,0.28,0.05,0.0
impala.csv,0.62,0.61,0.36,0.42,0.35,0.48,0.45,0.35,0.45,0.44,0.33,0.59,0.34
jicarilla.csv,0.85,0.02,0.15,0.0,0.0,0.07,0.06,0.0,0.11,0.16,0.0,0.0,0.06
ng4j.csv,0.05,0.73,0.56,0.56,0.55,0.72,0.64,0.15,0.56,0.47,0.33,0.7,0.68
open-data-kit.csv,0.18,0.6,0.5,0.52,0.47,0.8,0.61,0.13,0.54,0.49,0.39,0.54,0.48
pentahoanalysistool.csv,0.44,0.69,0.67,0.55,0.39,0.62,0.44,0.13,0.43,0.3,0.14,0.67,0.46
tradelink.csv,0.0,0.74,0.49,0.19,0.45,0.53,0.29,0.2,0.52,0.12,0.47,0.8,0.29
turbotrader-bos.csv,0.0,0.67,0.53,0.6,0.61,0.22,0.33,0.19,0.64,0.21,0.39,0.33,0.44
ultimairis.csv,0.48,0.76,0.54,0.56,0.5,0.71,0.5,0.2,0.52,0.61,0.37,0.86,0.5
wikipediardware.csv,0.31,0.8,0.57,0.53,0.47,0.75,0.58,0.2,0.52,0.4,0.29,0.84,0.38
yafdotnet.csv,0.16,0.67,0.56,0.52,0.44,0.65,0.68,0.15,0.5,0.45,0.36,0.19,0.41
