,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.0,88.0,9.0,0.0,4.0,3.0,5.0
jnode.csv,113.0,0.0,13.0,0.0,1.0,55.0,1.0
mcmc-jags.csv,2.0,184.0,0.0,3.0,5.0,0.0,0.0
metacosm.csv,0.0,19.0,0.0,0.0,3.0,0.0,0.0
miranda-icq.csv,0.0,39.0,0.0,0.0,0.0,0.0,6.0
quarkplusplus.csv,2.0,7.0,0.0,3.0,10.0,0.0,1.0
selenium.csv,0.0,54.0,4.0,0.0,0.0,3.0,3.0
