,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.56,0.04,0.06,1.0,0.34,0.39,0.33
jnode.csv,0.0,1.0,0.06,0.63,0.23,0.0,0.17
mcmc-jags.csv,0.55,0.01,1.0,0.47,0.28,0.55,0.65
metacosm.csv,0.68,0.03,0.42,0.67,0.34,0.67,1.0
miranda-icq.csv,0.56,0.06,0.15,0.69,0.98,0.7,0.38
quarkplusplus.csv,0.63,0.05,0.38,0.42,0.32,1.0,0.78
selenium.csv,0.98,0.05,0.17,0.43,0.29,0.5,0.62
