,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.43,0.35,0.09,0.93,0.49,0.49,0.18
jnode.csv,0.0,0.9,0.09,0.49,0.18,0.0,0.09
mcmc-jags.csv,0.58,0.07,0.89,0.33,0.5,0.65,0.64
metacosm.csv,0.26,0.22,0.38,0.24,0.29,0.29,0.94
miranda-icq.csv,0.2,0.53,0.23,0.49,0.97,0.34,0.33
quarkplusplus.csv,0.36,0.42,0.24,0.19,0.44,1.0,0.57
selenium.csv,0.96,0.56,0.16,0.31,0.62,0.33,0.67
