,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.3,0.46,0.46,0.97,0.33,0.83
extprosys.csv,0.3,0.36,0.76,0.0,0.83,0.23
fluidium.csv,0.01,0.0,0.0,0.34,0.06,0.0
haphazard.csv,0.1,0.67,0.4,0.17,0.29,0.17
qcad2.csv,0.28,0.05,0.35,0.24,0.63,0.0
silvertree.csv,0.6,0.51,0.75,1.0,0.96,0.2
