,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.29,0.79,0.55,0.56,0.18,0.58
extprosys.csv,0.55,0.65,0.46,0.0,0.19,0.5
fluidium.csv,0.0,0.0,0.0,0.45,0.0,0.0
haphazard.csv,0.14,0.59,0.36,0.42,0.44,0.32
qcad2.csv,0.2,0.26,0.66,0.49,0.36,0.39
silvertree.csv,0.38,0.67,0.5,0.59,0.32,0.72
