,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.51,0.93,0.22,0.53,0.88
elmo.csv,0.3,0.37,0.34,0.3,0.36
mscore.csv,0.34,0.62,0.72,0.76,0.32
tolven.csv,0.13,0.18,0.28,0.21,0.06
xbplayer.csv,0.16,0.32,0.23,0.44,0.19
