,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.43,0.55,0.07,0.94
miranda-icq.csv,0.58,0.15,0.88,0.25
red5.csv,0.98,0.51,0.56,0.4
thrust.csv,0.06,1.0,0.43,0.43
