,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.71,0.71,0.94,0.07
miranda-icq.csv,0.62,0.89,0.15,0.8
red5.csv,0.02,0.78,0.67,0.72
thrust.csv,0.98,0.02,0.74,0.68
