,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.54,0.68,0.91,0.68
miranda-icq.csv,0.42,0.83,0.86,0.86
red5.csv,0.45,0.54,0.47,0.53
thrust.csv,0.89,0.83,0.66,0.61
