,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.38,0.57,0.05,0.0
miranda-icq.csv,0.48,0.09,0.0,0.12
red5.csv,0.0,0.66,0.51,0.35
thrust.csv,0.24,0.02,0.43,0.29
