,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.62,0.12,0.79,0.35,0.79,0.47,0.55,0.48,1.0,0.35
gamestone.csv,0.12,0.88,0.14,0.39,0.36,0.0,0.0,0.32,0.08,0.08
gbif-providertoolkit.csv,0.7,0.0,0.32,0.71,0.71,0.04,0.71,0.72,0.38,0.44
heekscad.csv,0.78,0.5,0.62,0.65,0.79,0.73,0.82,0.6,1.0,0.85
igarden.csv,0.53,0.38,0.3,0.68,0.29,0.37,0.29,0.12,0.92,0.48
levent.csv,0.77,0.12,0.21,0.13,0.86,0.73,0.66,0.4,0.08,0.38
owlapi.csv,0.65,0.0,0.41,0.19,0.86,0.61,0.95,0.84,0.69,0.62
pnotepad.csv,0.62,0.88,0.88,1.0,0.86,0.67,0.68,0.72,1.0,0.9
quark.csv,0.39,0.25,0.41,0.06,0.29,0.02,0.05,0.28,0.85,0.21
xcsoar.csv,0.69,0.25,0.68,0.65,0.64,0.41,0.42,0.44,1.0,0.23
