,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.26,0.57,0.49,0.46,0.59,0.53,0.77,0.53,0.43,0.47,0.41,0.58,0.44,0.67
elateportal.csv,0.95,0.46,0.49,0.4,0.38,0.9,0.84,0.42,0.78,0.42,0.81,0.54,0.33,0.3
gdis.csv,0.96,0.52,0.45,0.37,0.62,0.49,0.84,0.71,0.54,0.55,0.37,0.54,0.5,0.8
gzigzag.csv,0.67,0.65,0.52,0.56,0.35,0.45,0.42,0.45,0.58,0.44,0.69,0.52,0.36,0.43
icescrum.csv,0.96,0.49,0.48,0.64,0.37,0.61,0.66,0.71,0.69,0.52,0.34,0.69,0.45,0.67
jguard.csv,0.25,0.4,0.48,0.44,0.62,0.55,0.53,0.63,0.41,0.72,0.34,0.4,0.34,0.3
jitterbit.csv,0.3,0.58,0.5,0.44,0.5,0.55,0.64,0.8,0.42,0.48,0.42,0.77,0.36,0.69
jython.csv,0.97,0.47,0.71,0.53,0.86,0.6,0.97,0.97,0.64,0.65,0.83,0.63,0.86,0.67
personalaccess.csv,0.97,0.79,0.46,0.0,0.42,0.95,0.49,0.8,0.36,0.0,0.56,0.9,0.41,0.67
ppcboot.csv,0.81,0.38,0.39,0.42,0.42,0.49,0.84,0.44,0.39,0.4,0.39,0.48,0.29,0.33
repositorium.csv,0.92,0.99,0.91,0.67,0.55,0.95,0.93,0.63,0.67,0.86,0.71,0.79,0.92,0.5
unbvision.csv,0.25,0.44,0.59,0.8,0.45,0.53,0.51,0.38,0.37,0.67,0.33,0.48,0.34,0.75
wxstudio.csv,0.26,0.5,0.74,0.65,0.49,0.75,0.54,0.43,0.58,0.9,0.49,0.45,0.75,0.3
xbg.csv,0.96,0.99,0.95,0.8,0.92,0.97,0.89,0.67,0.88,0.59,0.93,0.96,0.8,0.5
