,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.86,0.69,0.56,0.56,0.44
encog-java.csv,0.39,0.89,0.97,0.78,0.79
h2database.csv,0.46,0.42,0.86,0.47,0.8
jaql.csv,0.5,0.48,0.79,0.45,0.67
raven-monitoring.csv,0.66,0.75,0.45,0.7,0.96
