,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.22,0.23,0.58,0.53,0.66
encog-java.csv,0.39,0.15,0.05,0.35,0.32
h2database.csv,0.37,0.39,0.23,0.61,0.33
jaql.csv,0.3,0.34,0.31,0.62,0.45
raven-monitoring.csv,0.22,0.19,0.63,0.4,0.1
