,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,57.0,39.0,0.0,2.0,0.0
encog-java.csv,4.0,2.0,1.0,0.0,0.0
h2database.csv,6.0,1.0,0.0,5.0,0.0
jaql.csv,9.0,3.0,0.0,3.0,0.0
raven-monitoring.csv,27.0,50.0,0.0,2.0,11.0
