,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,1.0,0.56,0.85,0.82,0.71,0.64,0.73,0.73,0.88,0.03,0.41,0.45,0.16
autofac.csv,0.5,0.5,0.0,0.61,0.49,0.61,0.59,0.63,0.67,0.73,0.7,0.57,0.58
coot.csv,0.5,0.38,0.21,0.21,0.46,0.26,0.44,0.45,0.67,0.21,0.0,0.24,0.03
dsworkbench.csv,0.0,0.0,0.33,0.11,0.32,0.2,0.19,0.22,0.26,0.3,0.16,0.38,0.29
emono.csv,0.5,0.31,0.09,0.07,0.17,0.14,0.27,0.29,0.27,0.56,0.46,0.0,0.61
exist.csv,0.0,0.38,0.12,0.32,0.17,0.43,0.01,0.16,0.21,0.3,0.43,0.14,0.44
freelords.csv,0.5,0.38,0.7,0.0,0.59,0.54,0.54,0.63,0.42,0.52,0.62,0.62,0.29
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.5,0.31,0.03,0.07,0.0,0.4,0.28,0.14,0.06,0.41,0.14,0.31,0.82
neodatis-odb.csv,1.0,0.19,0.58,0.43,0.22,0.01,0.55,0.49,0.5,0.21,0.14,0.12,0.15
octet.csv,0.5,0.75,0.15,0.54,0.24,0.16,0.72,0.0,0.39,0.61,0.46,0.38,0.47
thedata.csv,0.5,0.19,0.42,0.39,0.32,0.37,0.26,0.27,0.23,0.27,0.54,0.43,0.0
