,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.95,0.76,0.42,0.39,0.69,0.6,0.45,1.0,0.73,0.79,0.68,0.01,0.73,0.42,0.8
amateur-scrolls.csv,0.69,0.77,0.86,0.41,0.52,0.44,0.68,1.0,0.8,0.75,0.69,0.02,0.6,0.52,1.0
arianne.csv,0.75,0.66,0.36,0.29,0.5,0.72,0.44,0.92,0.69,0.56,0.59,0.01,0.63,0.3,0.76
bl-toolkit.csv,0.95,0.54,0.3,0.22,0.4,0.55,0.33,0.92,0.89,0.5,0.58,0.01,0.63,0.3,0.72
doomlegacy.csv,0.73,0.85,0.35,0.32,0.57,0.52,0.54,0.95,0.69,0.62,0.67,0.01,0.78,0.44,0.83
enlightenment.csv,0.78,0.66,0.45,0.29,0.49,0.5,0.41,0.93,0.69,0.55,0.73,0.01,0.62,0.3,0.75
fritzing.csv,0.84,0.79,0.49,0.37,0.69,0.67,0.54,0.96,0.73,0.65,0.71,0.01,0.67,0.33,0.74
gnukeda.csv,0.79,0.73,0.31,0.33,0.47,0.52,0.42,1.0,0.65,0.78,0.64,0.01,0.72,0.33,0.76
jlinalg.csv,0.95,0.62,0.4,0.3,0.42,0.54,0.44,0.97,0.91,0.75,0.58,0.01,0.66,0.34,0.74
knowledge.csv,0.95,0.74,0.46,0.34,0.53,0.61,0.43,1.0,0.76,0.76,0.63,0.01,0.65,0.3,0.77
massiv.csv,1.0,0.5,0.79,0.4,0.65,0.55,0.0,0.0,1.0,1.0,0.0,0.2,0.0,0.5,0.0
playerstage.csv,0.93,0.78,0.46,0.29,0.59,0.62,0.67,0.96,0.85,0.78,0.7,0.01,0.69,0.48,0.88
psycle.csv,0.9,0.79,0.39,0.31,0.54,0.62,0.44,0.97,0.79,0.67,0.64,0.01,0.68,0.38,0.79
superwaba.csv,0.88,0.82,0.6,0.35,0.62,0.51,0.68,0.98,0.82,0.61,0.72,0.01,0.62,0.37,0.83
wxcrp.csv,0.79,0.73,0.35,0.47,0.53,0.51,0.45,0.94,0.7,0.51,0.75,0.01,0.69,0.32,0.8
