,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.73,0.58,0.63,0.46,0.51,0.43,0.61,0.8,0.62,0.53,0.52,0.72,0.66,0.64,0.59
amateur-scrolls.csv,0.39,0.12,0.15,0.39,0.61,0.22,0.52,0.5,0.1,0.18,0.04,0.54,0.02,0.7,0.11
arianne.csv,0.26,0.21,0.55,0.0,0.58,0.71,0.56,0.0,0.0,0.13,0.24,0.37,0.0,0.17,0.3
bl-toolkit.csv,0.45,0.4,0.37,0.38,0.35,0.62,0.42,0.0,0.79,0.23,0.0,0.59,0.0,0.4,0.49
doomlegacy.csv,0.37,0.47,0.53,0.61,0.68,0.55,0.7,0.75,0.39,0.53,0.6,0.7,0.05,0.75,0.71
enlightenment.csv,0.0,0.0,0.4,0.0,0.17,0.09,0.0,0.0,0.0,0.0,0.65,0.0,0.42,0.0,0.0
fritzing.csv,0.69,0.65,0.73,0.48,0.72,0.47,0.62,0.78,0.6,0.57,0.63,0.67,0.45,0.29,0.25
gnukeda.csv,0.43,0.57,0.47,0.58,0.2,0.59,0.35,0.54,0.26,0.77,0.53,0.74,0.46,0.6,0.17
jlinalg.csv,0.81,0.4,0.38,0.54,0.38,0.61,0.59,0.59,0.47,0.58,0.55,0.82,0.6,0.54,0.29
knowledge.csv,0.79,0.52,0.7,0.63,0.63,0.58,0.54,0.87,0.68,0.72,0.61,0.64,0.4,0.55,0.51
massiv.csv,0.17,0.01,0.35,0.07,0.38,0.13,0.0,0.0,0.07,0.1,0.0,0.99,0.0,0.62,0.0
playerstage.csv,0.56,0.5,0.6,0.54,0.72,0.51,0.74,0.71,0.5,0.58,0.65,0.7,0.61,0.54,0.32
psycle.csv,0.75,0.64,0.47,0.52,0.63,0.72,0.56,0.83,0.69,0.75,0.65,0.73,0.61,0.68,0.63
superwaba.csv,0.32,0.59,0.71,0.65,0.66,0.41,0.52,0.7,0.63,0.58,0.45,0.7,0.4,0.64,0.53
wxcrp.csv,0.43,0.67,0.17,0.58,0.6,0.48,0.52,0.55,0.53,0.42,0.15,0.43,0.53,0.58,0.66
