,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.43,0.4,0.46,0.44,0.47,0.99,0.03,0.29,0.12,0.43,0.9,0.09,0.79,0.54,0.03,0.15
fontforge.csv,0.58,0.44,0.83,0.43,0.7,0.53,0.11,1.0,0.31,0.58,1.0,0.13,0.88,0.57,0.09,0.0
glas.csv,0.4,0.29,0.53,0.31,0.67,0.44,0.05,0.45,0.16,0.66,0.84,0.09,0.75,1.0,0.09,0.27
hannosset.csv,1.0,0.0,0.0,0.0,0.71,0.17,0.0,0.0,0.0,0.5,0.33,0.2,0.83,0.0,1.0,0.33
hatari.csv,0.52,0.39,0.96,0.36,0.75,0.5,0.04,0.43,0.16,0.45,0.92,0.1,0.74,0.36,0.11,0.2
jaolt.csv,0.46,0.32,0.47,0.35,0.69,0.45,0.02,0.44,0.14,0.5,0.88,0.09,1.0,0.4,0.1,0.18
ltp.csv,0.18,0.27,0.5,0.86,1.0,0.57,0.0,0.57,0.16,0.33,1.0,0.03,0.78,0.0,0.16,0.33
mia.csv,0.5,0.4,0.0,0.6,0.76,0.36,0.0,1.0,0.06,0.49,0.82,1.0,0.75,0.5,0.0,0.08
net-snmp.csv,1.0,0.24,0.64,0.47,0.7,0.5,0.08,0.3,0.12,0.5,0.93,0.1,0.77,0.22,0.06,0.19
opde.csv,0.58,0.36,0.42,1.0,0.81,0.4,0.0,0.45,0.11,0.52,0.91,0.08,0.76,0.55,0.09,0.17
oppna-program-hsatools.csv,0.48,0.32,0.45,0.38,0.71,0.46,0.0,0.4,0.14,0.49,1.0,0.09,0.74,0.29,0.09,0.2
powerfolder-.csv,0.8,1.0,0.0,0.38,0.52,0.33,0.5,0.58,0.18,0.3,0.85,0.5,0.84,0.33,0.0,0.25
qlc.csv,0.56,0.67,0.0,0.5,0.0,0.0,0.0,0.45,1.0,0.0,0.64,0.0,1.0,0.5,0.0,0.18
quantlib.csv,0.33,0.38,0.78,0.47,0.75,0.39,0.07,0.45,0.14,0.5,0.83,0.2,0.72,0.67,0.07,0.96
tcl.csv,0.41,0.37,0.37,0.31,0.69,0.4,0.04,0.44,0.15,1.0,0.81,0.07,0.77,0.37,0.09,0.19
