,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,4.0,355.0,29.0,21.0,0.0,0.0,9.0,6.0,8.0,9.0,0.0,103.0,1.0
emulemorph.csv,108.0,355.0,158.0,11.0,92.0,0.0,61.0,14.0,0.0,58.0,161.0,103.0,1.0
gisgraphy.csv,8.0,8.0,2.0,5.0,8.0,0.0,50.0,4.0,2.0,11.0,0.0,49.0,0.0
jaxen.csv,108.0,355.0,0.0,169.0,0.0,60.0,61.0,0.0,109.0,1.0,0.0,103.0,69.0
jvcl.csv,0.0,355.0,0.0,13.0,92.0,0.0,56.0,86.0,109.0,13.0,0.0,103.0,1.0
m-m-m.csv,3.0,0.0,2.0,14.0,14.0,0.0,41.0,65.0,0.0,4.0,0.0,76.0,1.0
motu.csv,1.0,14.0,0.0,169.0,5.0,0.0,0.0,2.0,109.0,0.0,161.0,21.0,4.0
nh3d.csv,0.0,0.0,158.0,169.0,0.0,60.0,61.0,86.0,109.0,58.0,1.0,103.0,69.0
sarasvati.csv,3.0,355.0,0.0,0.0,1.0,60.0,19.0,86.0,2.0,4.0,0.0,103.0,69.0
wgs-assembler.csv,0.0,18.0,4.0,7.0,2.0,0.0,9.0,2.0,109.0,6.0,2.0,7.0,5.0
zabbix.csv,7.0,0.0,10.0,22.0,12.0,0.0,48.0,25.0,3.0,10.0,0.0,103.0,2.0
