,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.83,0.36,0.53,0.15,0.0,0.3,0.15,0.11,0.34,0.39,0.0,0.39,0.33
emulemorph.csv,0.0,0.0,0.01,0.27,0.16,0.0,0.33,0.17,0.0,0.0,0.0,0.03,0.21
gisgraphy.csv,0.71,0.07,0.55,0.51,0.39,0.2,0.82,0.13,0.46,0.85,0.63,0.57,0.0
jaxen.csv,0.0,0.0,0.05,0.01,0.01,0.0,0.03,0.0,0.0,0.02,0.0,0.04,0.04
jvcl.csv,0.1,0.0,0.0,0.09,0.12,0.0,0.92,0.38,0.0,0.74,0.0,0.0,0.48
m-m-m.csv,0.37,0.7,0.41,0.84,0.91,0.0,0.67,0.94,0.54,0.5,0.92,0.76,0.9
motu.csv,0.13,0.28,0.09,0.02,0.17,0.3,0.0,0.06,0.07,0.0,0.0,0.27,0.19
nh3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.01,0.0,0.0
sarasvati.csv,0.59,0.0,0.08,0.0,0.01,0.1,0.31,0.02,0.48,0.48,0.14,0.0,0.02
wgs-assembler.csv,0.0,0.07,0.29,0.08,0.09,0.0,0.15,0.04,0.16,0.35,0.02,0.12,0.23
zabbix.csv,0.86,0.75,0.96,0.86,0.78,1.0,0.79,0.41,0.76,0.8,0.0,0.73,0.62
