,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.32,0.42,0.4,0.93,0.74,0.43,0.9,0.91,0.64,0.67,0.8,0.47,0.75
emulemorph.csv,0.0,0.0,0.0,0.98,0.91,0.75,0.95,0.93,0.8,0.0,0.0,0.67,0.89
gisgraphy.csv,0.39,0.96,0.37,0.53,0.58,0.46,0.45,0.71,0.56,0.42,0.53,0.37,0.73
jaxen.csv,0.0,0.0,0.89,0.5,0.67,0.0,0.5,0.8,0.0,0.5,0.0,0.75,0.5
jvcl.csv,0.91,0.0,0.94,0.93,0.88,0.0,0.4,0.94,0.0,0.58,0.0,0.0,0.55
m-m-m.csv,0.67,0.5,0.65,0.43,0.42,0.63,0.43,0.43,0.61,0.39,0.37,0.35,0.36
motu.csv,0.93,0.7,0.94,0.67,0.79,0.43,0.0,0.88,0.86,0.77,0.0,0.62,0.91
nh3d.csv,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.83,0.0,0.0
sarasvati.csv,0.45,0.0,0.93,0.89,0.5,0.0,0.85,0.5,0.71,0.59,0.96,0.0,0.0
wgs-assembler.csv,0.63,0.96,0.66,0.94,0.92,0.67,0.9,0.75,0.94,0.67,0.86,0.92,0.75
zabbix.csv,0.34,0.46,0.31,0.44,0.44,0.61,0.47,0.42,0.49,0.43,0.67,0.35,0.36
