,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.53,0.11,0.36,0.13,0.9,0.34
chaperon.csv,0.43,0.3,0.4,0.67,0.45,0.35
mule.csv,0.69,0.07,0.29,0.36,0.89,0.4
nunit.csv,0.53,0.56,0.21,0.25,0.33,0.48
springside.csv,0.61,0.66,0.34,0.15,0.6,0.48
swtfox.csv,0.3,0.14,0.55,0.4,0.46,0.1
