,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.27,0.05,0.85,0.21,0.0,0.32
chaperon.csv,0.31,0.25,0.42,0.08,0.75,0.41
mule.csv,0.38,0.07,0.22,0.1,0.25,0.27
nunit.csv,0.24,0.29,0.58,0.21,0.0,0.26
springside.csv,0.34,0.3,0.57,0.44,0.0,0.16
swtfox.csv,0.15,0.43,0.23,0.08,0.25,0.36
