,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.68,0.08,0.56,0.31,0.23,0.75,0.52,0.25,0.07,0.42,0.22,0.9
gamestone.csv,0.75,0.44,0.35,0.29,0.1,0.0,0.0,0.04,0.01,0.34,0.0,0.75
gbif-providertoolkit.csv,0.57,0.0,0.43,0.33,0.36,0.73,0.35,0.32,0.07,0.39,0.21,0.73
heekscad.csv,0.83,0.25,0.62,0.36,0.2,0.74,0.39,0.24,0.06,0.47,0.28,0.86
igarden.csv,0.82,0.16,0.79,0.45,0.26,0.83,0.42,0.24,0.05,0.6,0.39,0.96
levent.csv,0.74,1.0,0.0,0.0,0.2,0.79,0.4,0.0,0.0,0.0,0.0,0.0
lportal.csv,0.68,0.0,0.57,0.0,1.0,0.75,1.0,0.26,0.15,0.5,0.0,1.0
openmsx.csv,0.75,0.16,0.38,0.33,0.19,0.85,0.08,0.24,0.0,0.49,0.08,0.64
owlapi.csv,0.57,0.0,0.39,0.29,0.19,0.75,0.35,0.37,0.06,0.39,0.3,0.85
pnotepad.csv,0.85,0.18,0.49,0.31,0.17,0.72,0.4,0.14,0.04,0.34,0.2,1.0
quark.csv,0.83,0.67,0.78,0.5,0.3,1.0,0.75,0.29,0.07,0.6,0.5,0.93
xcsoar.csv,0.85,0.38,0.69,0.36,0.26,0.79,0.47,0.25,0.06,0.4,0.2,1.0
