,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,2.0,10.0,1.0,5.0,2.0,0.0,1.0,9.0,117.0,1.0,15.0,0.0
gamestone.csv,1.0,1.0,0.0,2.0,11.0,71.0,111.0,22.0,396.0,0.0,64.0,1.0
gbif-providertoolkit.csv,4.0,59.0,1.0,4.0,0.0,0.0,1.0,2.0,55.0,2.0,11.0,0.0
heekscad.csv,0.0,8.0,0.0,0.0,2.0,1.0,1.0,10.0,33.0,3.0,8.0,0.0
igarden.csv,2.0,11.0,2.0,0.0,0.0,0.0,5.0,6.0,94.0,1.0,4.0,0.0
levent.csv,2.0,0.0,126.0,102.0,0.0,0.0,1.0,155.0,3583.0,158.0,64.0,57.0
lportal.csv,3.0,59.0,0.0,102.0,0.0,1.0,0.0,12.0,14.0,1.0,64.0,0.0
openmsx.csv,1.0,5.0,0.0,0.0,1.0,0.0,8.0,16.0,3583.0,1.0,8.0,4.0
owlapi.csv,6.0,59.0,1.0,1.0,3.0,0.0,1.0,5.0,25.0,3.0,7.0,0.0
pnotepad.csv,1.0,19.0,0.0,3.0,9.0,0.0,2.0,34.0,169.0,9.0,17.0,0.0
quark.csv,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,38.0,0.0,2.0,0.0
xcsoar.csv,0.0,3.0,4.0,4.0,15.0,0.0,1.0,12.0,277.0,3.0,17.0,0.0
