,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.4,0.53,0.49,0.46
jajuk.csv,0.38,0.35,0.33,0.3
vapor.csv,0.38,0.5,0.53,0.33
zorannt.csv,0.46,0.48,0.49,0.56
