,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.43,0.0,0.51,0.69,0.64,0.52,0.86,0.54
forester-atv.csv,0.07,0.32,0.67,0.8,0.27,0.12,0.2,0.25
google-collections.csv,0.13,0.85,0.0,0.09,0.0,0.0,0.0,0.0
jsecurity.csv,0.32,0.17,0.53,0.57,0.31,0.73,0.2,0.57
opensim4opencog.csv,0.54,0.45,0.09,0.33,0.62,0.6,0.43,0.56
paintown.csv,0.71,0.0,0.0,0.34,0.27,0.09,0.0,0.67
smbopensoft.csv,0.35,0.0,0.8,0.65,0.42,0.46,0.61,0.43
thout.csv,0.28,0.79,0.27,0.35,0.64,0.6,0.65,0.05
