,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.29,0.96,0.5,0.16,0.36,0.48,0.0
libtorrent.csv,0.57,0.58,0.59,0.56,0.53,0.98,0.58
mcmc-jags.csv,0.6,0.43,0.41,0.94,0.62,0.54,0.42
nebuladevice.csv,0.3,0.11,0.05,0.37,0.06,0.21,0.94
olap-navigator.csv,0.94,0.66,0.24,0.57,0.67,0.68,0.59
pidgin.csv,0.49,0.58,0.68,0.54,0.99,0.58,0.67
sepgsql.csv,0.23,0.45,0.82,0.31,0.4,0.42,0.0
