,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.26,0.0,0.66,0.1,0.25,0.17,0.07
libtorrent.csv,0.67,0.63,0.75,0.55,0.8,0.06,0.77
mcmc-jags.csv,0.22,0.63,0.25,0.0,0.31,0.33,0.45
nebuladevice.csv,0.22,0.1,0.04,0.26,0.03,0.17,0.0
olap-navigator.csv,0.0,0.53,0.94,0.17,0.55,0.33,0.61
pidgin.csv,0.37,0.57,0.62,0.62,0.0,0.44,0.59
sepgsql.csv,0.56,0.23,0.0,0.29,0.56,0.56,0.13
