,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.68,1.0,0.04,0.33,0.76,0.93,0.0
libtorrent.csv,0.7,0.44,0.05,0.28,0.74,0.99,0.2
mcmc-jags.csv,0.85,0.34,0.07,1.0,0.83,0.89,0.16
nebuladevice.csv,0.73,0.4,0.04,0.31,0.8,0.85,1.0
olap-navigator.csv,1.0,0.5,0.05,0.53,0.78,0.92,0.19
pidgin.csv,0.74,0.45,0.06,0.26,1.0,0.88,0.22
sepgsql.csv,0.46,0.56,0.95,0.25,0.64,0.8,0.0
