,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,3.0,0.0,0.0,0.0,1.0,154.0,0.0,23.0,0.0,45.0,0.0,2.0
e-bio-flow.csv,1.0,2.0,0.0,0.0,0.0,224.0,3.0,14.0,0.0,107.0,0.0,0.0
freedom-erp.csv,0.0,1.0,0.0,128.0,0.0,224.0,70.0,56.0,0.0,107.0,0.0,2.0
jbasic.csv,0.0,1.0,9.0,0.0,1.0,39.0,11.0,5.0,0.0,107.0,0.0,1.0
jgossipforum.csv,78.0,3.0,2.0,0.0,166.0,0.0,0.0,0.0,0.0,107.0,0.0,1.0
joustsim.csv,0.0,2.0,4.0,0.0,3.0,16.0,0.0,13.0,1.0,21.0,0.0,2.0
jsidplay2.csv,0.0,2.0,3.0,0.0,0.0,78.0,29.0,12.0,0.0,0.0,0.0,0.0
madman.csv,1.0,2.0,1.0,0.0,1.0,224.0,2.0,0.0,0.0,107.0,0.0,6.0
mule.csv,0.0,0.0,8.0,0.0,0.0,58.0,4.0,3.0,0.0,11.0,0.0,1.0
nunit.csv,3.0,2.0,10.0,0.0,0.0,63.0,32.0,4.0,0.0,15.0,0.0,0.0
power-architect.csv,2.0,0.0,1.0,0.0,3.0,107.0,29.0,23.0,0.0,14.0,0.0,0.0
reaper3d.csv,3.0,0.0,1.0,0.0,1.0,94.0,8.0,56.0,0.0,0.0,0.0,0.0
