,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.76,0.61,0.5,0.49,0.58,0.02,0.37,0.16,0.83,0.07,1.0,0.3
e-bio-flow.csv,0.9,0.62,0.93,0.5,0.68,0.0,0.2,0.14,1.0,0.0,0.95,0.19
freedom-erp.csv,0.94,0.5,0.78,0.0,0.97,0.0,0.0,0.0,0.8,0.0,1.0,0.33
jbasic.csv,0.9,0.67,0.36,0.91,0.66,0.02,0.14,0.25,0.76,0.0,0.93,0.27
jgossipforum.csv,0.0,0.75,0.44,0.67,0.0,1.0,1.0,0.75,1.0,0.0,1.0,0.5
joustsim.csv,0.92,0.76,0.35,0.5,0.12,0.06,1.0,0.25,0.84,0.08,0.89,0.39
jsidplay2.csv,1.0,0.64,0.35,0.6,0.68,0.02,0.16,0.05,0.79,0.12,0.87,0.2
madman.csv,0.5,0.76,0.5,0.73,0.67,0.0,0.33,1.0,1.0,0.0,0.88,0.33
mule.csv,0.93,0.99,0.39,0.68,0.79,0.02,0.32,0.33,0.76,0.17,0.89,0.39
nunit.csv,0.59,0.65,0.32,0.52,0.61,0.05,0.14,0.13,0.73,0.1,0.83,0.97
power-architect.csv,0.75,0.64,0.4,0.5,0.56,0.02,0.16,0.15,1.0,0.09,0.89,0.22
reaper3d.csv,0.69,0.54,0.56,0.52,0.64,0.02,0.11,0.0,0.81,1.0,0.88,0.19
