,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.85,0.89,0.67,0.98,0.99,0.98,0.32,0.88,0.67,0.94,0.0,0.55
e-bio-flow.csv,0.56,0.75,0.08,0.88,0.76,1.02,0.83,0.72,0.87,1.0,0.72,0.77
freedom-erp.csv,0.73,0.99,0.77,1.0,0.04,1.0,1.0,1.0,0.86,1.0,0.94,0.98
jbasic.csv,0.7,0.73,0.72,0.09,0.66,0.82,0.75,0.56,0.78,1.01,0.66,0.65
jgossipforum.csv,1.0,0.92,0.87,0.91,1.0,0.4,0.91,0.63,0.96,1.0,0.96,0.98
joustsim.csv,0.8,0.61,0.81,0.91,1.0,0.62,0.0,0.45,0.74,0.69,0.68,0.62
jsidplay2.csv,0.02,0.67,0.73,0.54,0.58,0.79,0.9,0.97,0.82,0.52,0.74,0.72
madman.csv,0.98,0.79,0.81,0.87,0.96,1.0,0.82,0.0,0.94,1.0,0.93,0.9
mule.csv,0.78,0.03,0.68,0.66,0.48,0.85,0.39,0.43,0.81,0.54,0.74,0.56
nunit.csv,0.96,0.71,0.78,0.68,0.72,0.46,0.82,0.8,0.82,0.77,0.83,0.05
power-architect.csv,0.83,0.77,0.72,0.73,0.8,0.76,0.9,0.81,0.0,0.73,0.76,0.82
reaper3d.csv,0.8,0.79,0.68,0.69,0.69,0.81,0.87,1.0,0.68,0.0,0.8,0.76
