,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.45,0.39,0.41,0.09,0.05,0.09,0.91,0.41,0.65,0.27,1.0,0.58
e-bio-flow.csv,0.51,0.35,0.94,0.16,0.3,0.0,0.21,0.41,0.16,0.0,0.32,0.35
freedom-erp.csv,0.32,0.01,0.27,0.0,0.98,0.0,0.0,0.0,0.18,0.0,0.07,0.02
jbasic.csv,0.36,0.35,0.45,0.97,0.69,0.24,0.39,0.54,0.38,0.0,0.42,0.46
jgossipforum.csv,0.0,0.1,0.16,0.12,0.0,0.65,0.11,0.43,0.05,0.0,0.05,0.02
joustsim.csv,0.24,0.47,0.27,0.33,0.02,0.45,1.0,0.79,0.34,0.51,0.56,0.45
jsidplay2.csv,0.98,0.6,0.49,0.65,0.71,0.42,0.35,0.14,0.5,0.7,0.53,0.49
madman.csv,0.02,0.26,0.24,0.16,0.05,0.0,0.21,1.0,0.07,0.0,0.1,0.12
mule.csv,0.26,0.98,0.46,0.42,0.6,0.23,0.73,0.65,0.28,0.54,0.36,0.52
nunit.csv,0.33,0.39,0.42,0.59,0.39,0.85,0.5,0.29,0.37,0.29,0.34,0.96
power-architect.csv,0.5,0.56,0.61,0.39,0.52,0.53,0.35,0.52,1.0,0.62,0.57,0.5
reaper3d.csv,0.43,0.41,0.38,0.44,0.41,0.41,0.21,0.0,0.53,1.0,0.28,0.38
