,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.41,0.42,0.55,0.43,0.31,0.41,0.37,0.45,0.42,0.38,0.43,0.5
e-bio-flow.csv,0.53,0.71,0.6,0.88,0.89,0.97,0.8,0.57,0.86,0.86,0.68,0.73
freedom-erp.csv,0.76,0.5,0.89,0.0,0.4,0.0,0.5,0.5,0.9,0.5,0.94,0.67
jbasic.csv,0.7,0.63,0.42,0.56,0.31,0.88,0.68,0.56,0.56,0.91,0.53,0.6
jgossipforum.csv,0.0,0.94,0.89,0.89,0.0,0.67,0.0,0.75,0.5,0.5,0.9,0.5
joustsim.csv,0.92,0.5,0.8,0.46,0.94,0.97,0.82,0.43,0.68,0.53,0.6,0.85
jsidplay2.csv,0.4,0.41,0.47,0.56,0.34,0.59,0.48,0.73,0.35,0.42,0.4,0.43
madman.csv,0.5,0.9,0.92,0.91,0.83,0.0,0.83,0.88,0.67,0.88,0.96,0.92
mule.csv,0.86,0.47,0.48,0.59,0.44,0.71,0.4,0.53,0.65,0.67,0.52,0.63
nunit.csv,0.76,0.59,0.45,0.58,0.55,0.52,0.65,0.8,0.69,0.95,0.81,0.87
power-architect.csv,0.44,0.41,0.42,0.55,0.36,0.6,0.48,0.48,0.41,0.43,0.44,0.41
reaper3d.csv,0.75,0.76,0.94,0.78,0.7,0.6,0.79,0.0,0.58,0.88,0.99,0.77
