,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.85,0.88,0.21,0.98,0.99,0.98,0.32,0.88,0.64,0.93,0.0,0.35
e-bio-flow.csv,0.15,0.29,0.04,0.12,0.17,0.18,0.13,0.37,0.0,0.07,0.11,0.38
freedom-erp.csv,0.05,0.01,0.04,0.0,0.04,0.0,0.03,0.04,0.14,0.02,0.0,0.01
jbasic.csv,0.1,0.23,0.44,0.09,0.66,0.19,0.4,0.24,0.43,0.11,0.19,0.3
jgossipforum.csv,0.05,0.04,0.1,0.05,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.01
joustsim.csv,0.05,0.21,0.25,0.91,0.21,0.14,0.0,0.43,0.21,0.47,0.54,0.16
jsidplay2.csv,0.0,0.6,0.54,0.42,0.56,0.51,0.9,0.43,0.79,0.46,0.62,0.49
madman.csv,0.05,0.11,0.12,0.05,0.03,0.0,0.07,0.0,0.0,0.08,0.08,0.05
mule.csv,0.05,0.02,0.38,0.17,0.21,0.29,0.28,0.2,0.29,0.2,0.3,0.2
nunit.csv,0.7,0.29,0.5,0.59,0.31,0.46,0.73,0.27,0.5,0.19,0.46,0.01
power-architect.csv,0.8,0.77,0.69,0.33,0.73,0.64,0.9,0.8,0.0,0.72,0.73,0.81
reaper3d.csv,0.55,0.52,0.15,0.36,0.29,0.54,0.28,0.0,0.5,0.0,0.24,0.39
