,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.5,0.67,0.75,0.88,0.36,0.71,0.37,0.0,0.2,0.61,0.31,0.64,0.44,0.82,0.52,0.53,0.98,0.73,0.75,1.0
cme.csv,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.03,0.04,1.0
free-evolution.csv,0.5,0.92,0.25,0.47,0.55,0.92,0.27,0.9,0.27,0.56,0.85,0.36,0.32,0.18,1.0,0.75,0.78,0.42,0.75,1.0
gtad.csv,1.0,0.77,0.25,0.12,0.45,0.62,0.12,0.1,0.2,0.39,0.4,0.27,0.4,0.09,0.27,0.78,0.34,0.27,0.23,0.0
gusanos.csv,1.0,0.08,0.5,0.57,0.64,0.62,0.22,0.2,0.67,0.33,0.71,0.59,0.52,0.91,0.85,0.69,0.81,0.42,0.62,1.0
kaffeine.csv,1.0,0.67,0.25,0.82,0.73,0.88,0.35,0.2,0.87,0.94,0.81,0.72,0.88,0.82,0.79,0.86,0.95,0.64,0.81,1.0
lcfizvtop.csv,1.0,0.46,0.25,0.73,0.55,0.58,0.25,0.0,0.4,0.39,0.62,0.51,0.68,0.91,0.99,0.75,0.88,0.79,0.6,1.0
m-a-d-n-e-s-s.csv,0.5,0.87,1.0,0.14,0.27,0.5,0.16,0.6,0.33,0.28,0.29,0.25,0.64,0.0,0.06,0.78,0.31,0.09,0.12,0.2
m-m-m.csv,1.0,0.46,0.75,0.53,0.91,0.92,0.8,0.8,1.0,0.89,0.96,0.78,0.52,0.64,0.72,0.89,0.76,0.58,0.58,0.2
mediaportal.csv,0.0,0.26,1.0,0.08,0.27,0.12,0.18,0.8,0.53,0.28,0.48,0.21,0.28,0.09,0.3,0.31,0.58,0.12,0.21,0.0
mvnforum.csv,0.0,0.38,1.0,0.43,0.09,0.54,0.67,1.0,0.27,0.5,0.17,0.41,0.4,0.36,0.58,0.11,0.23,0.42,0.48,0.0
myfaces.csv,1.0,0.67,0.75,0.16,0.55,0.96,0.25,0.1,0.6,0.78,0.65,0.47,0.68,0.36,0.3,0.83,0.65,0.24,0.38,0.8
nh3d.csv,1.0,0.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,0.97,0.0,0.97,0.9,1.0
ogrehg.csv,0.5,0.26,0.75,0.22,0.64,0.92,0.27,0.9,0.8,0.83,0.85,0.68,0.52,0.27,0.61,0.81,0.48,0.36,0.44,0.8
pnotepad.csv,1.0,0.72,0.25,0.53,0.82,0.96,0.9,1.0,0.93,0.83,0.94,0.8,0.72,0.73,0.82,1.0,0.98,0.64,0.92,1.0
pydev.csv,1.0,0.79,0.5,0.41,0.27,0.88,0.27,0.2,0.6,0.72,0.62,0.43,0.76,0.45,0.21,0.75,0.43,0.42,0.42,1.0
sarasvati.csv,1.0,0.31,0.5,0.12,0.82,0.25,0.31,0.1,0.87,0.39,0.71,0.26,0.36,0.73,0.31,0.5,0.64,0.36,0.21,0.4
taokgame.csv,0.5,0.03,0.0,0.06,0.09,0.25,0.06,1.0,0.27,0.22,0.29,0.17,0.08,0.27,0.09,0.33,0.14,0.18,0.15,0.4
tokratan.csv,1.0,0.74,1.0,0.27,0.18,0.88,0.55,0.0,0.47,0.61,0.65,0.56,0.8,0.36,0.42,0.72,0.68,0.27,0.46,1.0
wgs-assembler.csv,1.0,0.51,0.5,0.47,0.73,0.62,0.04,0.8,0.73,0.28,0.79,0.56,0.52,0.36,0.63,0.86,0.48,0.64,0.56,0.0
