,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.39,0.54,0.9,0.25,0.47
k3b.csv,0.6,0.67,0.76,0.27,0.75
myfaces.csv,0.33,0.69,0.49,0.47,0.56
robocode.csv,0.67,0.62,0.59,0.34,0.7
zildo.csv,0.47,0.71,0.8,0.27,0.64
