,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.77,1.0,0.98,0.88,0.0
lazarus-ccr.csv,0.21,0.6,0.59,0.7,0.73,0.5
lcfizvtop.csv,0.68,0.6,0.45,0.61,0.23,0.0
migen.csv,0.79,0.28,0.25,0.18,0.23,0.75
mvnforum.csv,0.0,0.16,0.32,0.79,0.17,0.5
plplot.csv,0.18,0.65,0.82,0.16,0.54,0.75
